date,state,district,total_enrolments,total_demo_updates,total_bio_updates,total_updates,update_to_enrolment_ratio,biometric_stress_index,demographic_volatility_index,aadhaar_fragility_index,fragility_category
2025-02-12,Odisha,Angul,0.0,254.0,465.0,719.0,,13.8310417828018,0.3641066945401929,4.240339208475588,Low
2025-01-05,Nagaland,Noklak,0.0,0.0,123.0,123.0,,13.60869079347585,,,
2025-02-09,Pondicherry,Pondicherry,35.0,54.0,259.0,313.0,894.2857142857143,16.47046174026871,0.1003234930090261,4.99013845263162,Low
2025-09-12,Tamil Nadu,Chennai,0.0,322.0,1913.0,2235.0,,14.299950719579622,0.2506713992077363,4.35265306567582,Low
2025-03-12,Rajasthan,Jhunjhunun,0.0,334.0,632.0,966.0,,12.261201809670046,0.1329354067650381,3.711594394592273,Low
2025-08-09,Telangana,Kamareddy,37.0,316.0,74.0,390.0,1054.054054054054,14.203378310419287,0.3586120531863337,4.378858815560436,Low
2025-07-11,West Bengal,Paschim Bardhaman,15.0,101.0,58.0,159.0,1060.0,16.802306740426747,0.1345829425212717,5.1026891004351365,Low
2025-06-11,Rajasthan,Jalor,182.0,322.0,444.0,766.0,420.8791208791209,12.563274091704132,0.2625589046506126,3.8458790179961113,Low
2025-11-09,Gujarat,Mahisagar,37.0,111.0,211.0,322.0,870.2702702702703,12.794642463535444,0.401087677209967,3.9619413853950673,Low
2025-12-12,Sikkim,East,0.0,67.0,22.0,89.0,,15.479065548757273,0.1113108788953907,4.67154738435103,Low
2025-09-12,Bihar,Munger,0.0,381.0,399.0,780.0,,11.540237834761616,0.3961553003325352,3.5611101755116192,Low
2025-04-09,Tamil Nadu,Kanniyakumari,27.0,230.0,199.0,429.0,1588.888888888889,15.751347692485888,0.1441990284393318,4.803951360482241,Low
2025-03-09,Assam,Barpeta,182.0,437.0,363.0,800.0,439.5604395604396,14.846870800993134,0.2023744311853394,4.516411573234974,Low
2025-10-11,Haryana,Palwal,62.0,148.0,277.0,425.0,685.483870967742,11.089533579713152,0.2913733433419192,3.4180377381694464,Low
2025-05-12,Bihar,Sheikhpura,0.0,131.0,179.0,310.0,,13.702913632972376,0.4501309865153668,4.223406836520554,Low
2025-06-09,Arunachal Pradesh,Lower Siang,1.0,1.0,0.0,1.0,100.0,,0.1443631105319331,,
2025-07-09,Jammu and Kashmir,Ganderbal,0.0,1.0,1.0,2.0,,20.533543102645083,0.2385045505174743,6.219689068422894,Low
2025-07-11,Tripura,North Tripura,10.0,39.0,244.0,283.0,2830.0,13.800159479767345,0.2533140873781825,4.279069101411851,Low
2025-01-12,Uttar Pradesh,Kannauj,0.0,528.0,698.0,1226.0,,12.872869834550048,0.2711018781798698,3.929636419909981,Low
2025-02-12,Andhra Pradesh,Nizamabad,0.0,99.0,78.0,177.0,,17.712204291681264,0.1642737914969017,5.354729735378605,Low
2025-01-06,Bihar,Samastipur,0.0,0.0,18851.0,18851.0,,12.201851373226782,,,
2025-02-12,Punjab,Ferozepur,0.0,222.0,480.0,702.0,,13.698250723317292,0.1444047061528386,4.145576393533397,Low
2025-12-11,Uttar Pradesh,Bahraich,175.0,1259.0,804.0,2063.0,1178.857142857143,13.930629392274517,0.7390966357216543,4.395493337767608,Low
2025-04-12,Assam,Baksa,0.0,149.0,75.0,224.0,,14.83790340464031,0.2560811855476422,4.515391317779003,Low
2025-02-12,Uttar Pradesh,Mahoba,0.0,318.0,373.0,691.0,,14.919044971059636,0.4963791689383873,4.599808283552487,Low
2025-08-11,Rajasthan,Jalor,132.0,170.0,413.0,583.0,441.6666666666667,11.610838333563416,0.1505807068737132,3.532709736236117,Low
2025-01-05,Jharkhand,West Singhbhum,0.0,0.0,18326.0,18326.0,,15.477422419183162,,,
2025-07-12,Nagaland,Zunheboto,0.0,14.0,8.0,22.0,,16.826734892427602,0.3144313727687104,5.126628310920458,Low
2025-02-09,Arunachal Pradesh,East Siang,7.0,19.0,7.0,26.0,371.4285714285714,15.425261523855491,0.1156565085689635,4.666427017042778,Low
2025-08-12,Madhya Pradesh,Tikamgarh,0.0,353.0,515.0,868.0,,12.031377864764009,0.2557586654098026,3.673353025781653,Low
2025-09-11,Andhra Pradesh,Parvathipuram Manyam,2.0,60.0,4.0,64.0,3200.0,20.155673894547025,0.1380541320986825,6.166804660413064,Low
2025-01-04,Odisha,Rayagada,0.0,0.0,6789.0,6789.0,,12.151375083255564,,,
2025-11-12,Bihar,Samstipur,0.0,4.0,2.0,6.0,,20.04137371894432,0.0035414945106835,6.013297489310967,Low
2025-05-11,Bihar,East Champaran,538.0,1596.0,883.0,2479.0,460.7806691449814,12.034435662188466,0.6631925449291297,3.7884531279546447,Low
2025-04-11,Madhya Pradesh,Singrauli,1.0,313.0,39.0,352.0,35200.0,12.754181729897896,0.5739647043713528,4.911224244329351,Low
2025-09-09,Madhya Pradesh,Ratlam,132.0,354.0,551.0,905.0,685.6060606060606,11.10488613739571,0.2080127482147759,3.401806624843661,Low
2025-06-09,Andhra Pradesh,Chittoor,138.0,987.0,770.0,1757.0,1273.1884057971013,12.98619588373686,0.2033619318071589,3.9807526450397113,Low
2025-02-12,Punjab,Muktsar,0.0,64.0,76.0,140.0,,17.79035679159291,0.1810545269625021,5.382370669218498,Low
2025-12-11,Uttar Pradesh,Azamgarh,194.0,1301.0,954.0,2255.0,1162.3711340206185,12.20290990305414,0.6164714768250867,3.8460802574227335,Low
2025-11-12,Madhya Pradesh,Barwani,0.0,381.0,470.0,851.0,,15.431122990128078,1.5216304398247569,5.009744506994613,Low
2025-08-11,Karnataka,Udupi,17.0,193.0,264.0,457.0,2688.2352941176478,14.663022497026835,0.1144809556676529,4.499428006911174,Low
2025-07-09,Tamil Nadu,Namakkal,0.0,16.0,15.0,31.0,,19.01126479396641,0.0511781071637785,5.716173964980868,Low
2025-12-11,Uttar Pradesh,Shahjahanpur,87.0,1325.0,866.0,2191.0,2518.3908045977014,13.098400041021485,0.6199030400068052,4.151854037114974,Low
2025-09-12,Haryana,Panchkula,0.0,137.0,135.0,272.0,,13.408712182475364,0.2855998323894033,4.0940136128399605,Low
2025-04-12,Uttar Pradesh,Gonda,0.0,749.0,873.0,1622.0,,12.43021875220073,0.2664340613095135,3.7956741409875976,Low
2025-04-11,Himachal Pradesh,Solan,1.0,68.0,35.0,103.0,10300.0,17.103373355135094,0.1563978755993966,5.4456009372997976,Low
2025-08-09,Odisha,Jagatsinghpur,5.0,77.0,107.0,184.0,3680.0,17.49763273867239,0.1171070733454849,5.376993892816016,Low
2025-09-12,Uttar Pradesh,Banda,0.0,373.0,613.0,986.0,,14.74584305900312,0.485685595485084,4.545174316572207,Low
2025-12-09,WEST BENGAL,HOOGHLY,0.0,0.0,1.0,1.0,,20.003736641506613,,,
2025-01-12,Rajasthan,Bharatpur,0.0,213.0,955.0,1168.0,,11.70399314314227,0.3773247128594578,3.6055291211575455,Low
2025-01-11,Manipur,Jiribam,0.0,54.0,6.0,60.0,,15.451151106094615,0.5099802731984104,4.762840400127988,Low
2025-04-12,Bihar,Begusarai,0.0,1137.0,1069.0,2206.0,,12.65233806667001,0.7915368236164353,3.993585625905112,Low
2025-01-11,Jammu and Kashmir,Kulgam,5.0,61.0,100.0,161.0,3220.0000000000005,17.557533042109696,1.403232111680884,5.704191830571317,Low
2025-03-11,Chhattisgarh,Narayanpur,8.0,68.0,114.0,182.0,2275.0,21.820264144902204,1.46690457276603,6.973653787218497,Low
2025-10-09,Madhya Pradesh,Morena,209.0,661.0,281.0,942.0,450.7177033492823,12.40316453489571,0.3403275921421942,3.8180864019553495,Low
2025-10-09,Assam,Hailakandi,80.0,242.0,206.0,448.0,560.0,14.083581683871282,0.3053557765541931,4.316391517129183,Low
2025-09-09,Gujarat,Morbi,42.0,137.0,128.0,265.0,630.952380952381,13.083370274323142,0.3800513196033021,4.036899711410146,Low
2025-01-04,Assam,Dibrugarh,514.0,0.0,5135.0,5135.0,999.0272373540856,12.684284965244446,,,
2025-08-11,Haryana,Sonipat,55.0,158.0,188.0,346.0,629.0909090909091,13.4765789552683,0.2367464136877573,4.118986301265158,Low
2025-07-12,Assam,Kamrup Metro,0.0,161.0,56.0,217.0,,17.213957448869188,0.1114221173650965,5.19204276400203,Low
2025-05-12,Andhra Pradesh,Nalgonda,0.0,182.0,274.0,456.0,,16.22240356522502,0.1132457154214774,4.895032498422875,Low
2025-07-11,Uttar Pradesh,Allahabad,106.0,675.0,845.0,1520.0,1433.9622641509434,11.615076019003018,0.2892012548932473,3.595176662383213,Low
2025-07-11,Uttar Pradesh,Faizabad,63.0,568.0,313.0,881.0,1398.4126984126983,12.504226057151214,0.2097742336027081,3.841114090278381,Low
2025-09-12,Odisha,Bhadrak,0.0,248.0,384.0,632.0,,14.487278844882406,0.2685678288531184,4.413325610678001,Low
2025-11-12,Mizoram,Champhai,0.0,40.0,19.0,59.0,,16.8696185565338,0.1454038794368736,5.097236536819358,Low
2025-05-12,Andaman and Nicobar Islands,South Andaman,0.0,35.0,72.0,107.0,,15.618819186656696,0.1574372848302522,4.725005077204572,Low
2025-08-11,Haryana,Bhiwani,57.0,198.0,316.0,514.0,901.7543859649124,12.998084874313951,0.2122722413782871,3.976612341135732,Low
2025-08-09,Punjab,S.A.S Nagar(Mohali),11.0,29.0,26.0,55.0,500.0,19.288791974629127,0.0631019122112636,5.815786345289098,Low
2025-02-11,Gujarat,Valsad,127.0,125.0,199.0,324.0,255.11811023622047,14.18475522490339,0.3502769892506008,4.3498193439972175,Low
2025-04-11,Madhya Pradesh,Mauganj,0.0,10.0,6.0,16.0,,20.086752432064618,0.1393324018542764,6.060858830082954,Low
2025-08-09,Andhra Pradesh,Mahabub Nagar,50.0,89.0,273.0,362.0,724.0,19.01763961362533,0.1726277154218803,5.767813314922315,Low
2025-03-12,Karnataka,Bangalore,0.0,712.0,948.0,1660.0,,14.063943671287968,0.1640303576802512,4.260190690806453,Low
2025-01-04,Uttar Pradesh,Rae Bareli,0.0,0.0,17113.0,17113.0,,13.65694362000436,,,
2025-04-12,Goa,North Goa,0.0,193.0,155.0,348.0,,14.342395575187052,0.1616519731605604,4.343131665846255,Low
2025-04-12,Madhya Pradesh,Singrauli,0.0,291.0,307.0,598.0,,12.439305451199326,0.6601420647251997,3.8968271515410975,Low
2025-06-12,Tamil Nadu,Krishnagiri,0.0,33.0,1014.0,1047.0,,12.013417151641448,0.1132977904145639,3.632349593096075,Low
2025-10-12,Gujarat,Arvalli,0.0,38.0,66.0,104.0,,15.218558210988204,0.0881903328689576,4.587615046513701,Low
2025-09-12,Punjab,Rupnagar,0.0,47.0,240.0,287.0,,14.601697205453958,0.1297853966084007,4.412955510788287,Low
2025-09-09,Rajasthan,Jhalawar,194.0,561.0,1288.0,1849.0,953.0927835051548,14.424506138487573,0.2297969269182321,4.410293016773882,Low
2025-09-09,Gujarat,Banaskantha,147.0,368.0,758.0,1126.0,765.9863945578231,11.261325389191558,0.2213876073238,3.4542320117562206,Low
2025-02-12,Tamil Nadu,Kanyakumari,0.0,280.0,444.0,724.0,,17.498059806986557,0.1348286789134804,5.2831251118243365,Low
2025-01-11,Uttar Pradesh,Bareilly,96.0,1705.0,1249.0,2954.0,3077.083333333333,12.833076155359404,1.6166949279953504,4.33639794089759,Low
2025-12-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,3.0,12.0,0.0,12.0,400.0,,0.087325819420435,,
2025-05-11,Madhya Pradesh,Khargone,129.0,174.0,408.0,582.0,451.1627906976744,13.617867181211828,0.7914034107893297,4.295278055062851,Low
2025-01-05,Andhra Pradesh,Nellore,0.0,0.0,24087.0,24087.0,,13.423397689483524,,,
2025-11-12,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0.0,6.0,0.0,6.0,,,0.040273838401267,,
2025-04-12,Uttarakhand,Nainital,0.0,166.0,1075.0,1241.0,,15.64848653555478,0.3378444760599212,4.7790070796814135,Low
2025-09-09,Haryana,Sonipat,101.0,345.0,471.0,816.0,807.9207920792079,11.379579540297312,0.2046137518314923,3.486636393662109,Low
2025-08-11,Orissa,Kendrapara,0.0,2.0,4.0,6.0,,20.019705802033645,0.0329820765042709,6.014157259736161,Low
2025-06-09,Sikkim,East Sikkim,2.0,10.0,7.0,17.0,850.0,20.038151796155454,0.0753141280344407,6.053008638096072,Low
2025-05-12,Haryana,Panipat,0.0,272.0,316.0,588.0,,14.864645267081327,1.4511117437471013,4.822171516061174,Low
2025-01-03,Himachal Pradesh,Kullu,0.0,1166.0,2690.0,3856.0,,10.922121675016692,0.6109646887770462,3.429377674699269,Low
2025-01-04,Jharkhand,Koderma,0.0,0.0,7706.0,7706.0,,14.307778216325485,,,
2025-01-11,Gujarat,Mahesana,6.0,298.0,488.0,786.0,13100.0,12.55395517516771,0.267544653007454,4.183452516807846,Low
2025-06-09,Bihar,Samstipur,0.0,6.0,2.0,8.0,,20.081385235470734,0.0182617855074772,6.028981017018089,Low
2025-12-11,Maharashtra,Buldhana,32.0,5161.0,2183.0,7344.0,22950.0,14.527936499570528,1.687427582057497,5.394071160887833,Low
2025-12-11,Maharashtra,Gondia,1.0,40.0,16.0,56.0,5600.0,20.123424662288997,0.1020278223611086,6.212315032569475,Low
2025-05-11,Kerala,Kozhikode,200.0,818.0,975.0,1793.0,896.5,14.610675773572192,0.1674111246139209,4.449033795026786,Low
2025-10-12,Odisha,Puri,0.0,245.0,428.0,673.0,,13.0885306104712,0.1320567322033815,3.959573366192205,Low
2025-11-09,Jharkhand,Palamau,4.0,28.0,6.0,34.0,850.0,14.058543105300956,0.6034233273302795,4.391153330663682,Low
2025-09-11,Uttar Pradesh,Lalitpur,50.0,105.0,321.0,426.0,852.0,13.899729714812628,0.3283444362702897,4.274793083851576,Low
2025-06-09,Andhra Pradesh,Nandyal,14.0,113.0,47.0,160.0,1142.857142857143,18.293793835165214,0.178753839957828,5.563394095904839,Low
2025-06-11,Punjab,Tarn Taran,11.0,279.0,135.0,414.0,3763.636363636364,14.310356851572523,0.3466066130671308,4.480422995772785,Low
2025-01-06,Jammu and Kashmir,Reasi,0.0,0.0,2824.0,2824.0,,12.859127577131336,,,
2025-05-11,Daman & Diu,Daman,0.0,2.0,7.0,9.0,,10.428206722843315,0.1009456330495662,3.1536984251153863,Low
2025-01-04,Odisha,Jagatsinghpur,0.0,0.0,1006.0,1006.0,,13.771937200787525,,,
2025-08-09,Himachal Pradesh,Shimla,20.0,232.0,168.0,400.0,2000.0,17.111039222469856,0.1800553012332226,5.23181869143944,Low
2025-01-06,Uttar Pradesh,Shahjahanpur,1709.0,10352.0,12282.0,22634.0,1324.400234055003,14.979589379201338,37.02296187813826,13.785040419971306,Low
2025-01-09,Maharashtra,Ahmed Nagar,5.0,31.0,48.0,79.0,1580.0,18.493018422513448,0.1002438216870613,5.615226030694041,Low
2025-01-04,Jharkhand,Hazaribag,0.0,0.0,1385.0,1385.0,,12.861537650914284,,,
2025-04-12,Rajasthan,Jalore,0.0,18.0,0.0,18.0,,,0.0667038507750077,,
2025-04-11,West Bengal,South Dinajpur,0.0,98.0,16.0,114.0,,19.544989751021845,0.2835171236379691,5.934376206216046,Low
2025-04-12,Gujarat,Sabar Kantha,0.0,9.0,4.0,13.0,,20.08750450112392,0.0713281705103012,6.04408339296475,Low
2025-07-12,Uttar Pradesh,Moradabad,0.0,963.0,658.0,1621.0,,12.42838975358564,0.8146214867564562,3.9321722977648057,Low
2025-12-11,Mizoram,Champhai,9.0,7.0,32.0,39.0,433.3333333333333,14.039229135244806,0.1784355554447329,4.267967800969164,Low
2025-12-09,Odisha,Kandhamal,74.0,242.0,307.0,549.0,741.8918918918919,13.198925047527483,0.2799905130014017,4.049518190863466,Low
2025-01-03,Uttar Pradesh,Kanpur Dehat,0.0,16330.0,8739.0,25069.0,,13.967787079992837,3.2850149288970747,5.011589856222119,Low
2025-09-11,Tripura,West Tripura,20.0,51.0,60.0,111.0,555.0,15.590390745605331,0.1309538767310258,4.724700027945131,Low
2025-02-12,Orissa,Kandhamal,0.0,6.0,6.0,12.0,,20.055869125693366,0.0281415895951891,6.023796135106808,Low
2025-11-12,Assam,West Karbi Anglong,0.0,28.0,44.0,72.0,,20.2560383771674,0.1597606761512584,6.116751682188034,Low
2025-11-09,Telangana,Warangal (urban),0.0,2.0,0.0,2.0,,,0.0256095819528996,,
2025-03-09,Telangana,Adilabad,75.0,204.0,449.0,653.0,870.6666666666667,13.683311545138164,0.2022615497403456,4.178846180244394,Low
2025-07-11,WESTBENGAL,HOOGHLY,0.0,1.0,0.0,1.0,,,0.0382887666108756,,
2025-12-11,Himachal Pradesh,Solan,12.0,57.0,171.0,228.0,1900.0,14.901489239450546,0.2604885606843969,4.586387356426933,Low
2025-05-12,Chhattisgarh,Surguja,0.0,389.0,427.0,816.0,,12.310669996919817,0.5112085352276718,3.821003132882862,Low
2025-01-05,Tamil Nadu,The Nilgiris,0.0,0.0,4580.0,4580.0,,10.83767772387101,,,
2025-06-11,Uttar Pradesh,Kheri,172.0,1466.0,1957.0,3423.0,1990.116279069768,13.179006870528443,0.3717876329223956,4.099877713346277,Low
2025-01-09,Odisha,Baleswar,164.0,444.0,652.0,1096.0,668.2926829268292,12.935338042374704,0.1502210149040775,3.936031189893197,Low
2025-09-12,Maharashtra,Washim,0.0,302.0,964.0,1266.0,,11.433132307625405,0.4690455110088754,3.5472010700398395,Low
2025-07-12,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.0,219.0,7.0,226.0,,15.071577585869912,0.1942125660257599,4.570026417267414,Low
2025-01-07,Maharashtra,Buldhana,1462.0,941.0,28738.0,29679.0,2030.0273597811215,14.411682324476455,3.5811475585997723,5.273087814653655,Low
2025-11-12,Kerala,Pathanamthitta,0.0,294.0,302.0,596.0,,15.922827775028926,0.1289399611045188,4.809083322784807,Low
2025-01-05,Delhi,South West Delhi,684.0,8800.0,18978.0,27778.0,4061.1111111111113,13.502370712510848,6.3316778919511805,5.742251396891662,Low
2025-03-11,Karnataka,Mysuru,10.0,156.0,132.0,288.0,2880.0,15.377448800816124,0.1224536617480304,4.720878118803702,Low
2025-03-12,Tamil Nadu,Pudukkottai,0.0,438.0,830.0,1268.0,,13.402214744256062,0.3129176354628277,4.098893832142525,Low
2025-10-09,Chhattisgarh,Baloda Bazar,74.0,831.0,478.0,1309.0,1768.918918918919,13.64355054403192,0.8998221118717957,4.365333168948974,Low
2025-01-06,Uttar Pradesh,Mathura,1389.0,1828.0,11852.0,13680.0,984.8812095032396,12.773560436108344,6.540088808135376,5.493432507080085,Low
2025-04-09,Manipur,Imphal East,21.0,145.0,400.0,545.0,2595.2380952380954,13.826938050830186,0.2940762112040423,4.291014132734942,Low
2025-09-12,odisha,Gajapati,0.0,2.0,0.0,2.0,,,0.0437098297927769,,
2025-04-11,Tamil Nadu,Chengalpattu,1.0,51.0,42.0,93.0,9300.0,18.31427314669821,0.1096410472355843,5.7704351179826885,Low
2025-07-09,Jharkhand,East Singhbhum,11.0,132.0,149.0,281.0,2554.5454545454545,14.512991325394273,0.1712589864068099,4.465037421168348,Low
2025-01-06,Maharashtra,Nagpur,0.0,5094.0,41365.0,46459.0,,14.41032389942566,3.667022277243531,5.239852739138581,Low
2025-09-12,Karnataka,Uttara Kannada,0.0,249.0,301.0,550.0,,14.768586880509927,0.2006930164154147,4.480749318256832,Low
2025-11-11,Arunachal Pradesh,Pakke Kessang,0.0,0.0,3.0,3.0,,11.221582653188165,,,
2025-04-12,Punjab,Sangrur,0.0,181.0,502.0,683.0,,14.220913148249666,0.2954088543256204,4.3401261580563055,Low
2025-09-12,WEST BENGAL,HOOGHLY,0.0,1.0,0.0,1.0,,,0.0035414945106835,,
2025-09-12,Haryana,Charkhi Dadri,0.0,100.0,53.0,153.0,,14.92575490084061,0.1260822412403785,4.509247030562277,Low
2025-02-11,Telangana,Hyderabad,519.0,1072.0,1148.0,2220.0,427.7456647398844,13.911280488775368,0.6042138752236449,4.3358783361173465,Low
2025-01-12,Uttar Pradesh,Amethi,0.0,523.0,918.0,1441.0,,14.37332571494914,0.3202123144571687,4.392050793099035,Low
2025-08-11,Odisha,Sundergarh,28.0,147.0,399.0,546.0,1950.0,13.258436311304791,0.0846384408789087,4.050846275516589,Low
2025-01-12,Chhattisgarh,Jashpur,0.0,379.0,750.0,1129.0,,12.69557859027501,0.7881188640943214,4.005703293106083,Low
2025-04-12,Maharashtra,Parbhani,0.0,592.0,1296.0,1888.0,,12.534565633146109,0.5063699339553058,3.886962173432659,Low
2025-10-12,Meghalaya,West Jaintia Hills,0.0,24.0,31.0,55.0,,18.721876213184693,0.5220843562583706,5.747083953020001,Low
2025-01-03,Bihar,Madhubani,0.0,34664.0,37883.0,72547.0,,13.884022034292682,3.4885740869333697,5.037350132021147,Low
2025-04-12,Nagaland,Noklak,0.0,5.0,0.0,5.0,,,0.0760266918574586,,
2025-03-09,Andhra Pradesh,Prakasam,161.0,949.0,686.0,1635.0,1015.5279503105588,13.468758037529474,0.1586427217611221,4.107449960488856,Low
2025-05-11,Tripura,Unakoti,17.0,28.0,46.0,74.0,435.2941176470588,12.956538523325536,0.1244451696120894,3.92971546515031,Low
2025-01-05,Punjab,Patiala,604.0,7472.0,15095.0,22567.0,3736.258278145695,13.744390498826936,6.677904431465032,5.892725275224451,Low
2025-01-11,Karnataka,Mandya,16.0,157.0,189.0,346.0,2162.5,11.121489744304636,0.1572614509217215,3.433601699737452,Low
2025-08-09,Punjab,Hoshiarpur,71.0,299.0,532.0,831.0,1170.4225352112676,13.151957120634496,0.3600172205942603,4.066896205841195,Low
2025-02-12,Uttar Pradesh,Meerut,0.0,1708.0,1114.0,2822.0,,12.956074326885693,1.09563805001347,4.160731810569075,Low
2025-11-11,Rajasthan,Jalore,0.0,20.0,0.0,20.0,,,0.0518795378811367,,
2025-11-12,Uttar Pradesh,Shrawasti,0.0,500.0,322.0,822.0,,13.855743551517172,1.9074637102987029,4.633588993029827,Low
2025-01-11,Telangana,Sangareddy,12.0,228.0,284.0,512.0,4266.666666666666,15.234845793212603,0.1313665821757808,4.717413995540106,Low
2025-07-09,Bihar,Khagaria,19.0,462.0,9.0,471.0,2478.947368421053,20.316157650440584,0.2732466542068767,6.229462247664879,Low
2025-04-11,Uttarakhand,Hardwar,0.0,9.0,2.0,11.0,,20.08351783607821,0.0812509464410336,6.045368087433723,Low
2025-09-09,Maharashtra,Gadchiroli,63.0,129.0,787.0,916.0,1453.968253968254,12.075709911716563,0.1495571185282087,3.698990887306866,Low
2025-01-04,Tamil Nadu,Tenkasi,0.0,0.0,544.0,544.0,,11.106752140770316,,,
2025-01-06,Madhya Pradesh,Guna,0.0,4774.0,23197.0,27971.0,,19.087827272104548,4.658935072818771,6.891081949836057,Low
2025-05-11,Gujarat,Surat,235.0,1395.0,1352.0,2747.0,1168.936170212766,14.523995253292943,0.5282459550893163,4.520525074127196,Low
2025-04-12,Chhattisgarh,Kanker,0.0,510.0,591.0,1101.0,,12.070199387391272,0.6256067666452462,3.7774615078786935,Low
2025-06-12,Nagaland,Wokha,0.0,6.0,14.0,20.0,,16.055408333501266,0.342997446760606,4.902371861740531,Low
2025-02-12,Assam,Kamrup Metro,0.0,362.0,123.0,485.0,,15.448833791361974,0.189497656565572,4.6820245515499845,Low
2025-08-12,Haryana,Mewat,0.0,557.0,333.0,890.0,,10.683744022532055,0.4747220667903808,3.323803723457212,Low
2025-11-11,Telangana,Wanaparthy,22.0,94.0,53.0,147.0,668.1818181818181,13.449256639483272,0.1670599517288432,4.094413537982547,Low
2025-06-09,Gujarat,Gandhinagar,38.0,217.0,208.0,425.0,1118.421052631579,14.88202466054209,0.2608432615037033,4.559732117802796,Low
2025-01-12,Sikkim,East,0.0,50.0,25.0,75.0,,14.374489636251546,0.0985606471361318,4.336987052659497,Low
2025-01-09,Maharashtra,Nandurbar *,2.0,1.0,16.0,17.0,850.0,20.080562285596766,0.0035414945106835,6.047788626547527,Low
2025-01-04,Tripura,Gomati,0.0,0.0,2596.0,2596.0,,16.158671101306176,,,
2025-09-12,West Bengal,MALDA,0.0,2.0,0.0,2.0,,,0.0504204514626763,,
2025-08-11,Assam,West Karbi Anglong,5.0,10.0,39.0,49.0,980.0,16.58618326864793,0.0655833928186027,5.018462447500216,Low
2025-12-09,Maharashtra,Nandurbar *,3.0,1.0,29.0,30.0,1000.0,20.297938766394505,0.0382887666108758,6.125700371266159,Low
2025-11-12,Chhattisgarh,Janjgir - Champa,0.0,4.0,1.0,5.0,,20.003736641506613,0.0746326082553294,6.019779144515816,Low
2025-12-09,Odisha,Khorda,77.0,325.0,405.0,730.0,948.051948051948,13.155682251578927,0.1866054405578935,4.018713154155249,Low
2025-07-09,Haryana,Jind,1.0,26.0,4.0,30.0,3000.0,17.281347219434085,0.1054804527407833,5.291013928100689,Low
2025-05-12,Assam,Hojai,0.0,163.0,138.0,301.0,,11.248882944475652,0.1517720009380253,3.412607883577202,Low
2025-02-11,Uttar Pradesh,Siddharthnagar,149.0,387.0,515.0,902.0,605.3691275167785,11.688333315238554,0.1967602683727144,3.5718815971177444,Low
2025-11-12,Jammu & Kashmir,Baramula,0.0,0.0,1.0,1.0,,20.10727411241139,,,
2025-10-12,Chhattisgarh,Bilaspur,0.0,1128.0,1133.0,2261.0,,13.13692979630641,0.821559927726637,4.146468920823581,Low
2025-06-11,Uttar Pradesh,Kannauj,82.0,561.0,620.0,1181.0,1440.2439024390244,11.594532759213244,0.3453224682216355,3.603211999929017,Low
2025-10-11,Arunachal Pradesh,Anjaw,0.0,6.0,23.0,29.0,,19.406952910592423,0.2219677179235624,5.877577802658617,Low
2025-11-12,Tripura,West Tripura,0.0,359.0,456.0,815.0,,12.74272927788397,0.5037723211040712,3.948761863641209,Low
2025-05-11,Uttar Pradesh,Bulandshahr,237.0,649.0,770.0,1419.0,598.7341772151899,15.294295581377629,0.4271998033362025,4.711102698672373,Low
2025-12-12,Mizoram,Saiha,0.0,6.0,5.0,11.0,,20.20204549732905,0.1550920271925091,6.099386655996842,Low
2025-10-09,Madhya Pradesh,Burhanpur,71.0,134.0,272.0,406.0,571.830985915493,13.474240014229586,0.6739121843237167,4.226044556231785,Low
2025-09-12,Kerala,Malappuram,0.0,1708.0,802.0,2510.0,,14.316714514233114,0.2169368067367531,4.349248555954123,Low
2025-06-12,Tamil Nadu,Tirupathur,0.0,0.0,1.0,1.0,,20.05692537634478,,,
2025-01-07,Orissa,Bargarh,0.0,0.0,85.0,85.0,,15.188521202365454,,,
2025-01-12,Orissa,Ganjam,0.0,44.0,42.0,86.0,,16.69484462635167,0.1206702657657024,5.038620954346927,Low
2025-07-11,Maharashtra,Solapur,145.0,5020.0,1790.0,6810.0,4696.551724137931,13.771989970418426,1.275698250706968,4.576138107887481,Low
2025-01-07,Delhi,New Delhi,1091.0,0.0,610.0,610.0,55.91200733272227,11.279934275973597,,,
2025-09-11,Karnataka,Kodagu,4.0,27.0,24.0,51.0,1275.0,17.500301087242725,0.1041653515269068,5.310233514915783,Low
2025-08-11,Bihar,Begusarai,113.0,1155.0,283.0,1438.0,1272.5663716814158,12.87845706196788,0.5261899477295191,4.02912136522322,Low
2025-12-09,Madhya Pradesh,Mandsaur,123.0,301.0,451.0,752.0,611.3821138211382,11.498524808577862,0.2551515131033646,3.5296976829392053,Low
2025-06-11,West Bengal,Paschim Medinipur,185.0,3822.0,686.0,4508.0,2436.756756756757,14.278920158617217,0.670859288771249,4.516565705467416,Low
2025-06-12,Arunachal Pradesh,East Siang,0.0,6.0,36.0,42.0,,19.197064339031428,0.1617172524890892,5.799548614831701,Low
2025-01-04,Uttar Pradesh,Agra,1437.0,0.0,33549.0,33549.0,2334.655532359081,16.79350260848089,,,
